subscription_id,customer_id,product_id,plan,quantity,billing_interval,price,currency,start_date,renewal_date,status,coupon_id
mer_sub_0453,mer_cust_0436,prod_professional_mo,Professional,9,monthly,234.08,USD,2025-04-19,2025-05-19,active,
mer_sub_0454,mer_cust_0437,prod_business_mo,Business,18,monthly,469.28,USD,2025-04-20,2025-05-20,active,
mer_sub_0455,mer_cust_0438,prod_enterprise_mo,Enterprise,24,monthly,822.08,USD,2025-04-22,2025-05-22,active,
mer_sub_0456,mer_cust_0439,prod_starter_yr,Starter,19,annual,576.80,USD,2025-04-24,2026-04-24,active,
mer_sub_0457,mer_cust_0440,prod_growth_mo,Growth,8,monthly,116.48,USD,2025-04-25,2025-05-25,active,
mer_sub_0458,mer_cust_0441,prod_professional_mo,Professional,13,monthly,234.08,USD,2025-04-27,2025-05-27,active,
mer_sub_0459,mer_cust_0442,prod_business_mo,Business,22,monthly,469.28,USD,2025-04-28,2025-05-28,active,
mer_sub_0460,mer_cust_0443,prod_enterprise_mo,Enterprise,19,monthly,822.08,USD,2025-04-30,2025-05-30,active,
mer_sub_0461,mer_cust_0443,prod_starter_yr,Starter,19,annual,576.80,USD,2025-05-01,2026-05-01,active,
mer_sub_0462,mer_cust_0444,prod_growth_mo,Growth,16,monthly,116.48,USD,2025-05-03,2025-06-03,active,
mer_sub_0463,mer_cust_0445,prod_professional_mo,Professional,15,monthly,234.08,USD,2025-05-04,2025-06-04,active,
mer_sub_0464,mer_cust_0446,prod_business_mo,Business,15,monthly,469.28,USD,2025-05-06,2025-06-06,active,
mer_sub_0465,mer_cust_0447,prod_enterprise_mo,Enterprise,5,monthly,822.08,USD,2025-05-07,2025-06-07,active,
mer_sub_0466,mer_cust_0448,prod_starter_yr,Starter,4,annual,576.80,USD,2025-05-09,2026-05-09,active,
mer_sub_0467,mer_cust_0449,prod_growth_mo,Growth,21,monthly,116.48,USD,2025-05-10,2025-06-10,active,
mer_sub_0468,mer_cust_0450,prod_professional_mo,Professional,9,monthly,234.08,USD,2025-05-12,2025-06-12,active,
mer_sub_0469,mer_cust_0451,prod_business_mo,Business,8,monthly,469.28,USD,2025-05-13,2025-06-13,active,
mer_sub_0470,mer_cust_0452,prod_enterprise_mo,Enterprise,8,monthly,822.08,USD,2025-05-15,2025-06-15,active,
mer_sub_0471,mer_cust_0453,prod_starter_yr,Starter,13,annual,576.80,USD,2025-05-16,2026-05-16,active,
mer_sub_0472,mer_cust_0454,prod_growth_mo,Growth,25,monthly,116.48,USD,2025-05-18,2025-06-18,active,
mer_sub_0473,mer_cust_0455,prod_professional_mo,Professional,24,monthly,234.08,USD,2025-05-19,2025-06-19,active,
mer_sub_0474,mer_cust_0456,prod_business_mo,Business,8,monthly,469.28,USD,2025-05-21,2025-06-21,active,
mer_sub_0475,mer_cust_0457,prod_enterprise_mo,Enterprise,21,monthly,822.08,USD,2025-05-22,2025-06-22,active,
mer_sub_0476,mer_cust_0458,prod_starter_yr,Starter,8,annual,576.80,USD,2025-05-24,2025-08-01,canceled,
mer_sub_0477,mer_cust_0459,prod_growth_mo,Growth,4,monthly,116.48,USD,2025-05-25,2025-06-25,trialing,
mer_sub_0478,mer_cust_0459,prod_professional_mo,Professional,4,monthly,234.08,USD,2025-05-27,2025-06-27,active,
mer_sub_0479,mer_cust_0460,prod_business_mo,Business,22,monthly,469.28,USD,2025-05-29,2025-06-29,active,
mer_sub_0480,mer_cust_0461,prod_enterprise_mo,Enterprise,4,monthly,822.08,USD,2025-05-30,2025-06-30,active,
mer_sub_0481,mer_cust_0462,prod_starter_yr,Starter,18,annual,576.80,USD,2025-06-01,2026-06-01,active,
mer_sub_0482,mer_cust_0463,prod_growth_mo,Growth,25,monthly,116.48,USD,2025-06-02,2025-07-02,active,
mer_sub_0483,mer_cust_0464,prod_professional_mo,Professional,12,monthly,234.08,USD,2025-06-04,2025-07-04,active,
mer_sub_0484,mer_cust_0465,prod_business_mo,Business,25,monthly,469.28,USD,2025-06-05,2025-07-05,active,
mer_sub_0485,mer_cust_0466,prod_enterprise_mo,Enterprise,23,monthly,822.08,USD,2025-06-07,2025-07-07,active,
mer_sub_0486,mer_cust_0467,prod_starter_yr,Starter,12,annual,576.80,USD,2025-06-08,2026-06-08,active,
mer_sub_0487,mer_cust_0468,prod_growth_mo,Growth,12,monthly,116.48,USD,2025-06-10,2025-07-10,active,
mer_sub_0488,mer_cust_0469,prod_professional_mo,Professional,16,monthly,234.08,USD,2025-06-11,2025-07-11,active,
mer_sub_0489,mer_cust_0470,prod_business_mo,Business,3,monthly,469.28,USD,2025-06-13,2025-07-13,active,
mer_sub_0490,mer_cust_0471,prod_enterprise_mo,Enterprise,1,monthly,822.08,USD,2025-06-14,2025-07-14,active,
mer_sub_0491,mer_cust_0472,prod_starter_yr,Starter,24,annual,576.80,USD,2025-06-16,2026-06-16,active,
mer_sub_0492,mer_cust_0473,prod_growth_mo,Growth,9,monthly,116.48,USD,2025-06-17,2025-07-17,active,
mer_sub_0493,mer_cust_0474,prod_professional_mo,Professional,16,monthly,234.08,USD,2025-06-19,2025-07-19,active,
mer_sub_0494,mer_cust_0474,prod_business_mo,Business,16,monthly,469.28,USD,2025-06-20,2025-07-20,active,
mer_sub_0495,mer_cust_0475,prod_enterprise_mo,Enterprise,19,monthly,822.08,USD,2025-06-22,2025-07-22,active,
mer_sub_0496,mer_cust_0476,prod_starter_yr,Starter,15,annual,576.80,USD,2025-06-23,2026-06-23,active,
mer_sub_0497,mer_cust_0477,prod_growth_mo,Growth,4,monthly,116.48,USD,2025-06-25,2025-07-25,active,
mer_sub_0498,mer_cust_0478,prod_professional_mo,Professional,24,monthly,234.08,USD,2025-06-26,2025-07-26,active,
mer_sub_0499,mer_cust_0479,prod_business_mo,Business,21,monthly,469.28,USD,2025-06-28,2025-07-28,active,
mer_sub_0500,mer_cust_0480,prod_enterprise_mo,Enterprise,22,monthly,822.08,USD,2025-06-30,2025-07-30,active,
mer_sub_0501,mer_cust_0481,prod_starter_yr,Starter,23,annual,576.80,USD,2025-07-01,2026-07-01,active,
mer_sub_0502,mer_cust_0482,prod_growth_mo,Growth,25,monthly,116.48,USD,2025-07-03,2025-08-03,active,
mer_sub_0503,mer_cust_0483,prod_professional_mo,Professional,5,monthly,234.08,USD,2025-07-04,2025-08-04,active,
mer_sub_0504,mer_cust_0484,prod_business_mo,Business,6,monthly,469.28,USD,2025-07-06,2025-08-06,active,
mer_sub_0505,mer_cust_0485,prod_enterprise_mo,Enterprise,23,monthly,822.08,USD,2025-07-07,2025-08-07,active,
mer_sub_0506,mer_cust_0486,prod_starter_yr,Starter,15,annual,576.80,USD,2025-07-09,2026-07-09,active,
mer_sub_0507,mer_cust_0487,prod_growth_mo,Growth,20,monthly,116.48,USD,2025-07-10,2025-08-10,active,
mer_sub_0508,mer_cust_0488,prod_professional_mo,Professional,2,monthly,234.08,USD,2025-07-12,2025-08-12,active,
mer_sub_0509,mer_cust_0489,prod_business_mo,Business,17,monthly,469.28,USD,2025-07-13,2025-08-13,active,
mer_sub_0510,mer_cust_0490,prod_enterprise_mo,Enterprise,9,monthly,822.08,USD,2025-07-15,2025-08-15,active,
mer_sub_0511,mer_cust_0491,prod_starter_yr,Starter,4,annual,576.80,USD,2025-07-16,2026-07-16,active,
mer_sub_0512,mer_cust_0492,prod_growth_mo,Growth,16,monthly,116.48,USD,2025-07-18,2025-08-18,active,
mer_sub_0513,mer_cust_0493,prod_professional_mo,Professional,24,monthly,234.08,USD,2025-07-19,2025-08-19,active,
mer_sub_0514,mer_cust_0494,prod_business_mo,Business,17,monthly,469.28,USD,2025-07-21,2025-08-21,active,
mer_sub_0515,mer_cust_0495,prod_enterprise_mo,Enterprise,19,monthly,822.08,USD,2025-07-22,2025-08-22,active,
mer_sub_0516,mer_cust_0496,prod_starter_yr,Starter,17,annual,576.80,USD,2025-07-24,2026-07-24,active,
mer_sub_0517,mer_cust_0497,prod_growth_mo,Growth,6,monthly,116.48,USD,2025-07-25,2025-08-25,active,
mer_sub_0518,mer_cust_0498,prod_professional_mo,Professional,25,monthly,234.08,USD,2025-07-27,2025-08-27,active,
mer_sub_0519,mer_cust_0499,prod_business_mo,Business,1,monthly,469.28,USD,2025-07-28,2025-08-28,active,
mer_sub_0520,mer_cust_0500,prod_enterprise_mo,Enterprise,22,monthly,822.08,USD,2025-07-30,2025-08-30,active,
